Bait	Prey	#Rep	#Pep	#Frag	AvgP	BFDR
EIF4A2	gi|5453634|gn|DYNC1LI2:1783| cytoplasmic dynein 1 light intermediate chain 2 [Homo sapiens]	3	2	5|5	0.0097722	0.6255390
MEPCE	gi|5453634|gn|DYNC1LI2:1783| cytoplasmic dynein 1 light intermediate chain 2 [Homo sapiens]	3	2	5|5	0.0082436	0.6272488
EIF4A2	gi|5453682|gn|HEXIM1:10614| protein HEXIM1 [Homo sapiens]	3	4	5|5|5|5	0.3925523	0.2820367
MEPCE	gi|5453682|gn|HEXIM1:10614| protein HEXIM1 [Homo sapiens]	3	4	5|5|5|5	0.9999959	0.0000007
EIF4A2	gi|5453990|gn|PSME1:5720| proteasome activator complex subunit 1 isoform 1 [Homo sapiens]	3	1	5	0.0767011	0.5724701
MEPCE	gi|5453990|gn|PSME1:5720| proteasome activator complex subunit 1 isoform 1 [Homo sapiens]	3	1	5	0.3534237	0.3179005
EIF4A2	gi|5453998|gn|IPO7:10527| importin-7 [Homo sapiens]	3	1	5	0.1213294	0.5362649
MEPCE	gi|5453998|gn|IPO7:10527| importin-7 [Homo sapiens]	3	1	5	0.0418252	0.5952888
EIF4A2	gi|5454064|gn|RBM14:10432| RNA-binding protein 14 isoform 1 [Homo sapiens]	3	8	5|5|5|5|5|5|5|5	0.9113644	0.0181380
MEPCE	gi|5454064|gn|RBM14:10432| RNA-binding protein 14 isoform 1 [Homo sapiens]	3	8	5|5|5|5|5|5|5|5	0.9268119	0.0133643
EIF4A2	gi|5454088|gn|ANP32B:10541| acidic leucine-rich nuclear phosphoprotein 32 family member B [Homo sapiens]	3	1	5	0.3481390	0.3220516
MEPCE	gi|5454088|gn|ANP32B:10541| acidic leucine-rich nuclear phosphoprotein 32 family member B [Homo sapiens]	3	1	5	0.9772701	0.0037159
EIF4A2	gi|5454102|gn|TACC3:10460| transforming acidic coiled-coil-containing protein 3 [Homo sapiens]	3	2	5|5	0.1052484	0.5493898
MEPCE	gi|5454102|gn|TACC3:10460| transforming acidic coiled-coil-containing protein 3 [Homo sapiens]	3	2	5|5	0.2227699	0.4473861
EIF4A2	gi|5454154|gn|PPIH:10465| peptidyl-prolyl cis-trans isomerase H [Homo sapiens]	3	7	10|5|5|5|5|5|5	0.5143149	0.1858732
MEPCE	gi|5454154|gn|PPIH:10465| peptidyl-prolyl cis-trans isomerase H [Homo sapiens]	3	7	10|5|5|5|5|5|5	0.9855479	0.0023722
EIF4A2	gi|5454158|gn|VARS:7407| valine--tRNA ligase [Homo sapiens]	3	11	5|5|5|5|5|5|5|5|5|5|5	0.3297866	0.3385569
MEPCE	gi|5454158|gn|VARS:7407| valine--tRNA ligase [Homo sapiens]	3	11	5|5|5|5|5|5|5|5|5|5|5	0.4132516	0.2614112
EIF4A2	gi|54607053|gn|GCN1L1:10985| translational activator GCN1 [Homo sapiens]	3	7	5|5|5|5|5|5|5	0.3375410	0.3315702
MEPCE	gi|54607053|gn|GCN1L1:10985| translational activator GCN1 [Homo sapiens]	3	7	5|5|5|5|5|5|5	0.2861344	0.3818883
EIF4A2	gi|54607072|gn|YBEY:54059| rRNA maturation factor homolog isoform 1 [Homo sapiens]	3	2	5|5	0.3849892	0.2885032
MEPCE	gi|54607072|gn|YBEY:54059| rRNA maturation factor homolog isoform 1 [Homo sapiens]	3	2	5|5	0.9515107	0.0091536
EIF4A2	gi|54792069|gn|SUMO2:6613| small ubiquitin-related modifier 2 isoform a precursor [Homo sapiens]	3	1	5	0.0061828	0.6306363
MEPCE	gi|54792069|gn|SUMO2:6613| small ubiquitin-related modifier 2 isoform a precursor [Homo sapiens]	3	1	5	0.0717848	0.5761054
EIF4A2	gi|55741709|gn|RBM25:58517| RNA-binding protein 25 [Homo sapiens]	3	1	5	0.3588309	0.3126391
MEPCE	gi|55741709|gn|RBM25:58517| RNA-binding protein 25 [Homo sapiens]	3	1	5	0.3434548	0.3258256
EIF4A2	gi|55743130|gn|RPL32:6161| 60S ribosomal protein L32 [Homo sapiens]	3	1	5	0.5380269	0.1712584
MEPCE	gi|55743130|gn|RPL32:6161| 60S ribosomal protein L32 [Homo sapiens]	3	1	5	0.5662140	0.1560706
EIF4A2	gi|55749531|gn|SF3B2:10992| splicing factor 3B subunit 2 [Homo sapiens]	3	6	5|5|5|5|5|5	0.1840596	0.4794783
MEPCE	gi|55749531|gn|SF3B2:10992| splicing factor 3B subunit 2 [Homo sapiens]	3	6	5|5|5|5|5|5	0.1833662	0.4801336
EIF4A2	gi|55749932|gn|DES:1674| desmin [Homo sapiens]	3	2	5|5	0.4232457	0.2544099
MEPCE	gi|55749932|gn|DES:1674| desmin [Homo sapiens]	3	2	5|5	0.1731212	0.4896142
EIF4A2	gi|55769533|gn|PAWR:5074| PRKC apoptosis WT1 regulator protein [Homo sapiens]	3	1	5	0.2897621	0.3789869
MEPCE	gi|55769533|gn|PAWR:5074| PRKC apoptosis WT1 regulator protein [Homo sapiens]	3	1	5	0.2919573	0.3769396
EIF4A2	gi|55956788|gn|NCL:4691| nucleolin [Homo sapiens]	3	16	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.5956594	0.1412715
MEPCE	gi|55956788|gn|NCL:4691| nucleolin [Homo sapiens]	3	16	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.9992727	0.0001123
EIF4A2	gi|55956899|gn|KRT9:3857| keratin, type I cytoskeletal 9 [Homo sapiens]	3	2	5|5	0.2994929	0.3707375
MEPCE	gi|55956899|gn|KRT9:3857| keratin, type I cytoskeletal 9 [Homo sapiens]	3	2	5|5	0.3828056	0.2911332
EIF4A2	gi|55956919|gn|HNRNPAB:3182| heterogeneous nuclear ribonucleoprotein A/B isoform a [Homo sapiens]	3	5	5|5|5|5|5	0.9768638	0.0039235
MEPCE	gi|55956919|gn|HNRNPAB:3182| heterogeneous nuclear ribonucleoprotein A/B isoform a [Homo sapiens]	3	5	5|5|5|5|5	0.8045774	0.0461075
EIF4A2	gi|56160511| E1B 19K [Human adenovirus 2]	3	2	5|5	0.0721412	0.5755874
MEPCE	gi|56160511| E1B 19K [Human adenovirus 2]	3	2	5|5	0.0645550	0.5807353
EIF4A2	gi|56160531| E1B 19K [Human adenovirus 5]	3	2	5|5	0.1552528	0.5072129
MEPCE	gi|56160531| E1B 19K [Human adenovirus 5]	3	2	5|5	0.0682387	0.5797097
EIF4A2	gi|56160532| E1B 55K [Human adenovirus 5]	3	2	5|10	0.0269763	0.6072447
MEPCE	gi|56160532| E1B 55K [Human adenovirus 5]	3	2	5|10	0.6240225	0.1279531
EIF4A2	gi|56181387|gn|STUB1:10273| E3 ubiquitin-protein ligase CHIP [Homo sapiens]	3	7	5|5|5|5|5|5|5	0.2408602	0.4265939
MEPCE	gi|56181387|gn|STUB1:10273| E3 ubiquitin-protein ligase CHIP [Homo sapiens]	3	7	5|5|5|5|5|5|5	0.1314058	0.5286774
EIF4A2	gi|56237027|gn|IGF2BP1:10642| insulin-like growth factor 2 mRNA-binding protein 1 isoform 1 [Homo sapiens]	3	2	5|5	0.9718756	0.0052459
MEPCE	gi|56237027|gn|IGF2BP1:10642| insulin-like growth factor 2 mRNA-binding protein 1 isoform 1 [Homo sapiens]	3	2	5|5	0.6737818	0.0993282
EIF4A2	gi|56549123|gn|DNM2:1785| dynamin-2 isoform 2 [Homo sapiens]	3	1	5	0.2789121	0.3882051
MEPCE	gi|56549123|gn|DNM2:1785| dynamin-2 isoform 2 [Homo sapiens]	3	1	5	0.0891367	0.5639249
EIF4A2	gi|56549640|gn|SEPT2:4735| septin-2 [Homo sapiens]	3	2	5|5	0.3631214	0.3087292
MEPCE	gi|56549640|gn|SEPT2:4735| septin-2 [Homo sapiens]	3	2	5|5	0.0828774	0.5693466
EIF4A2	gi|56549694|gn|ENAH:55740| protein enabled homolog isoform a [Homo sapiens]	3	2	5|5	0.1024394	0.5517571
MEPCE	gi|56549694|gn|ENAH:55740| protein enabled homolog isoform a [Homo sapiens]	3	2	5|5	0.0407757	0.5964652
EIF4A2	gi|56550051|gn|USP39:10713| U4/U6	3	1	25	0.4739608	0.2126560
MEPCE	gi|56550051|gn|USP39:10713| U4/U6	3	1	25	0.9584841	0.0075295
EIF4A2	gi|56550081|gn|BUB3:9184| mitotic checkpoint protein BUB3 isoform b [Homo sapiens]	3	2	5|5	0.0825619	0.5696937
MEPCE	gi|56550081|gn|BUB3:9184| mitotic checkpoint protein BUB3 isoform b [Homo sapiens]	3	2	5|5	0.1338648	0.5261844
EIF4A2	gi|56676330|gn|HP1BP3:50809| heterochromatin protein 1-binding protein 3 [Homo sapiens]	3	2	5|5	0.3411767	0.3292202
MEPCE	gi|56676330|gn|HP1BP3:50809| heterochromatin protein 1-binding protein 3 [Homo sapiens]	3	2	5|5	0.6290426	0.1260102
EIF4A2	gi|56699409|gn|RBMX:27316| RNA-binding motif protein, X chromosome isoform 1 [Homo sapiens]	3	2	5|5	0.3069656	0.3641358
MEPCE	gi|56699409|gn|RBMX:27316| RNA-binding motif protein, X chromosome isoform 1 [Homo sapiens]	3	2	5|5	0.5198414	0.1800565
EIF4A2	gi|56699482|gn|FAM98A:25940| protein FAM98A [Homo sapiens]	3	2	5|5	0.7328321	0.0761120
MEPCE	gi|56699482|gn|FAM98A:25940| protein FAM98A [Homo sapiens]	3	2	5|5	0.3859719	0.2873679
EIF4A2	gi|56699485|gn|EIF2D:1939| eukaryotic translation initiation factor 2D isoform 1 [Homo sapiens]	3	2	5|5	0.7280033	0.0780071
MEPCE	gi|56699485|gn|EIF2D:1939| eukaryotic translation initiation factor 2D isoform 1 [Homo sapiens]	3	2	5|5	0.4831456	0.2075899
EIF4A2	gi|57222563|gn|CKAP5:9793| cytoskeleton-associated protein 5 isoform b [Homo sapiens]	3	2	5|5	0.4475644	0.2354374
MEPCE	gi|57222563|gn|CKAP5:9793| cytoskeleton-associated protein 5 isoform b [Homo sapiens]	3	2	5|5	0.7259119	0.0784838
EIF4A2	gi|57222565|gn|PPP2CB:5516| serine/threonine-protein phosphatase 2A catalytic subunit beta isoform [Homo sapiens]	3	4	5|5|5|5	0.0414646	0.5961295
MEPCE	gi|57222565|gn|PPP2CB:5516| serine/threonine-protein phosphatase 2A catalytic subunit beta isoform [Homo sapiens]	3	4	5|5|5|5	0.0083425	0.6270937
EIF4A2	gi|57242777|gn|MYCBP:26292| C-Myc-binding protein [Homo sapiens]	3	5	10|5|5|5|5	0.1984757	0.4670272
MEPCE	gi|57242777|gn|MYCBP:26292| C-Myc-binding protein [Homo sapiens]	3	5	10|5|5|5|5	0.4718876	0.2135747
EIF4A2	gi|5729732|gn|ARPP19:10776| cAMP-regulated phosphoprotein 19 [Homo sapiens]	3	1	5	0.1099884	0.5462776
MEPCE	gi|5729732|gn|ARPP19:10776| cAMP-regulated phosphoprotein 19 [Homo sapiens]	3	1	5	0.0279130	0.6062574
EIF4A2	gi|5729779|gn|COPS8:10920| COP9 signalosome complex subunit 8 isoform 1 [Homo sapiens]	3	3	5|5|5	0.1020122	0.5521202
MEPCE	gi|5729779|gn|COPS8:10920| COP9 signalosome complex subunit 8 isoform 1 [Homo sapiens]	3	3	5|5|5	0.4397689	0.2431241
EIF4A2	gi|5729877|gn|HSPA8:3312| heat shock cognate 71 kDa protein isoform 1 [Homo sapiens]	3	4	5|10|5|5	0.0091906	0.6261618
MEPCE	gi|5729877|gn|HSPA8:3312| heat shock cognate 71 kDa protein isoform 1 [Homo sapiens]	3	4	5|10|5|5	0.0054558	0.6315528
EIF4A2	gi|5729953|gn|NUDC:10726| nuclear migration protein nudC [Homo sapiens]	3	6	5|5|5|5|5|5	0.1799961	0.4836088
MEPCE	gi|5729953|gn|NUDC:10726| nuclear migration protein nudC [Homo sapiens]	3	6	5|5|5|5|5|5	0.1404270	0.5195731
EIF4A2	gi|5729991|gn|PSMC4:5704| 26S protease regulatory subunit 6B isoform 1 [Homo sapiens]	3	1	5	0.2955635	0.3739971
MEPCE	gi|5729991|gn|PSMC4:5704| 26S protease regulatory subunit 6B isoform 1 [Homo sapiens]	3	1	5	0.1217009	0.5356996
EIF4A2	gi|5730023|gn|RUVBL2:10856| ruvB-like 2 [Homo sapiens]	3	13	5|5|10|5|5|5|5|5|5|5|5|5|5	0.3098952	0.3607871
MEPCE	gi|5730023|gn|RUVBL2:10856| ruvB-like 2 [Homo sapiens]	3	13	5|5|10|5|5|5|5|5|5|5|5|5|5	0.1373994	0.5221178
EIF4A2	gi|5730027|gn|KHDRBS1:10657| KH domain-containing, RNA-binding, signal transduction-associated protein 1 isoform 1 [Homo sapiens]	3	2	5|5	0.6563592	0.1097965
MEPCE	gi|5730027|gn|KHDRBS1:10657| KH domain-containing, RNA-binding, signal transduction-associated protein 1 isoform 1 [Homo sapiens]	3	2	5|5	0.5766854	0.1496808
EIF4A2	gi|5730085|gn|DYNLT1:6993| dynein light chain Tctex-type 1 [Homo sapiens]	3	1	5	0.1059851	0.5488416
MEPCE	gi|5730085|gn|DYNLT1:6993| dynein light chain Tctex-type 1 [Homo sapiens]	3	1	5	0.0403676	0.5968007
EIF4A2	gi|57634536|gn|LARP4B:23185| la-related protein 4B [Homo sapiens]	3	3	5|5|5	0.8833307	0.0221094
MEPCE	gi|57634536|gn|LARP4B:23185| la-related protein 4B [Homo sapiens]	3	3	5|5|5	0.4112436	0.2634502
EIF4A2	gi|57863257|gn|TCP1:6950| T-complex protein 1 subunit alpha isoform a [Homo sapiens]	3	7	5|5|5|10|5|5|5	0.1405411	0.5193768
MEPCE	gi|57863257|gn|TCP1:6950| T-complex protein 1 subunit alpha isoform a [Homo sapiens]	3	7	5|5|5|10|5|5|5	0.0930113	0.5589495
EIF4A2	gi|57863259|gn|TCP1:6950| T-complex protein 1 subunit alpha isoform b [Homo sapiens]	3	13	5|5|5|5|5|5|5|5|5|5|5|5|5	0.1945628	0.4703971
MEPCE	gi|57863259|gn|TCP1:6950| T-complex protein 1 subunit alpha isoform b [Homo sapiens]	3	13	5|5|5|5|5|5|5|5|5|5|5|5|5	0.0982223	0.5560842
EIF4A2	gi|57863269|gn|RRP1B:23076| ribosomal RNA processing protein 1 homolog B [Homo sapiens]	3	1	5	0.8351526	0.0370546
MEPCE	gi|57863269|gn|RRP1B:23076| ribosomal RNA processing protein 1 homolog B [Homo sapiens]	3	1	5	0.9994526	0.0000848
EIF4A2	gi|5802974|gn|PRDX3:10935| thioredoxin-dependent peroxide reductase, mitochondrial isoform a precursor [Homo sapiens]	3	5	5|5|5|5|5	0.1305251	0.5294406
MEPCE	gi|5802974|gn|PRDX3:10935| thioredoxin-dependent peroxide reductase, mitochondrial isoform a precursor [Homo sapiens]	3	5	5|5|5|5|5	0.1973131	0.4679280
EIF4A2	gi|5803036|gn|HNRNPA0:10949| heterogeneous nuclear ribonucleoprotein A0 [Homo sapiens]	3	7	5|5|5|5|5|5|5	0.6022260	0.1358091
MEPCE	gi|5803036|gn|HNRNPA0:10949| heterogeneous nuclear ribonucleoprotein A0 [Homo sapiens]	3	7	5|5|5|5|5|5|5	0.8137798	0.0434732
EIF4A2	gi|5803135|gn|RAB35:11021| ras-related protein Rab-35 isoform 1 [Homo sapiens]	3	1	5	0.0016256	0.6397996
MEPCE	gi|5803135|gn|RAB35:11021| ras-related protein Rab-35 isoform 1 [Homo sapiens]	3	1	5	0.2245135	0.4447768
EIF4A2	gi|5803137|gn|RBM3:5935| putative RNA-binding protein 3 [Homo sapiens]	3	5	5|5|5|5|5	0.0531626	0.5897404
MEPCE	gi|5803137|gn|RBM3:5935| putative RNA-binding protein 3 [Homo sapiens]	3	5	5|5|5|5|5	0.2291700	0.4399778
EIF4A2	gi|5803165|gn|SEC61B:10952| protein transport protein Sec61 subunit beta [Homo sapiens]	3	1	5	0.2312943	0.4375474
MEPCE	gi|5803165|gn|SEC61B:10952| protein transport protein Sec61 subunit beta [Homo sapiens]	3	1	5	0.0446170	0.5941110
EIF4A2	gi|5803167|gn|SF3A3:10946| splicing factor 3A subunit 3 [Homo sapiens]	3	4	5|5|5|5	0.1882642	0.4752958
MEPCE	gi|5803167|gn|SF3A3:10946| splicing factor 3A subunit 3 [Homo sapiens]	3	4	5|5|5|5	0.0843462	0.5674300
EIF4A2	gi|5803181|gn|STIP1:10963| stress-induced-phosphoprotein 1 [Homo sapiens]	3	18	5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5	0.4406897	0.2418545
MEPCE	gi|5803181|gn|STIP1:10963| stress-induced-phosphoprotein 1 [Homo sapiens]	3	18	5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5	0.4217486	0.2552381
EIF4A2	gi|5803187|gn|TALDO1:6888| transaldolase [Homo sapiens]	3	1	5	0.3539656	0.3168544
MEPCE	gi|5803187|gn|TALDO1:6888| transaldolase [Homo sapiens]	3	1	5	0.1925792	0.4717380
EIF4A2	gi|5803191|gn|TCEA1:6917| transcription elongation factor A protein 1 isoform 1 [Homo sapiens]	3	1	5	0.0273433	0.6069160
MEPCE	gi|5803191|gn|TCEA1:6917| transcription elongation factor A protein 1 isoform 1 [Homo sapiens]	3	1	5	0.0600703	0.5841552
EIF4A2	gi|5803207|gn|U2AF1:7307| splicing factor U2AF 35 kDa subunit isoform a [Homo sapiens]	3	1	5	0.0049987	0.6327701
MEPCE	gi|5803207|gn|U2AF1:7307| splicing factor U2AF 35 kDa subunit isoform a [Homo sapiens]	3	1	5	0.0105752	0.6242896
EIF4A2	gi|5803225|gn|YWHAE:7531| 14-3-3 protein epsilon [Homo sapiens]	3	11	5|5|5|5|5|5|5|5|5|5|5	0.2648238	0.4029646
MEPCE	gi|5803225|gn|YWHAE:7531| 14-3-3 protein epsilon [Homo sapiens]	3	11	5|5|5|5|5|5|5|5|5|5|5	0.5167759	0.1829813
EIF4A2	gi|5803227|gn|YWHAQ:10971| 14-3-3 protein theta [Homo sapiens]	3	3	5|5|5	0.0807809	0.5707347
MEPCE	gi|5803227|gn|YWHAQ:10971| 14-3-3 protein theta [Homo sapiens]	3	3	5|5|5	0.1594096	0.5037666
EIF4A2	gi|58331171|gn|CCT6A:908| T-complex protein 1 subunit zeta isoform b [Homo sapiens]	3	9	5|5|5|5|5|5|5|5|5	0.0692519	0.5790269
MEPCE	gi|58331171|gn|CCT6A:908| T-complex protein 1 subunit zeta isoform b [Homo sapiens]	3	9	5|5|5|5|5|5|5|5|5	0.0065620	0.6303302
EIF4A2	gi|58331173|gn|CCT6B:10693| T-complex protein 1 subunit zeta-2 isoform 1 [Homo sapiens]	3	1	5	0.0030789	0.6368336
MEPCE	gi|58331173|gn|CCT6B:10693| T-complex protein 1 subunit zeta-2 isoform 1 [Homo sapiens]	3	1	5	0.0013287	0.6406815
EIF4A2	gi|58530845|gn|ZYX:7791| zyxin [Homo sapiens]	3	1	5	0.8145722	0.0430417
MEPCE	gi|58530845|gn|ZYX:7791| zyxin [Homo sapiens]	3	1	5	0.5106009	0.1863521
EIF4A2	gi|58761500|gn|OLA1:29789| obg-like ATPase 1 isoform 1 [Homo sapiens]	3	2	5|5	0.9467197	0.0098704
MEPCE	gi|58761500|gn|OLA1:29789| obg-like ATPase 1 isoform 1 [Homo sapiens]	3	2	5|5	0.2649468	0.4026927
EIF4A2	gi|58761502|gn|OLA1:29789| obg-like ATPase 1 isoform 2 [Homo sapiens]	3	1	5	0.1907920	0.4732996
MEPCE	gi|58761502|gn|OLA1:29789| obg-like ATPase 1 isoform 2 [Homo sapiens]	3	1	5	0.1741251	0.4879054
EIF4A2	gi|5901922|gn|CDC37:11140| hsp90 co-chaperone Cdc37 [Homo sapiens]	3	6	5|5|5|5|5|5	0.3049977	0.3659483
MEPCE	gi|5901922|gn|CDC37:11140| hsp90 co-chaperone Cdc37 [Homo sapiens]	3	6	5|5|5|5|5|5	0.1023347	0.5519387
EIF4A2	gi|5901926|gn|NUDT21:11051| cleavage and polyadenylation specificity factor subunit 5 [Homo sapiens]	3	7	5|5|5|5|5|5|5	0.5473857	0.1658689
MEPCE	gi|5901926|gn|NUDT21:11051| cleavage and polyadenylation specificity factor subunit 5 [Homo sapiens]	3	7	5|5|5|5|5|5|5	0.4056264	0.2690956
EIF4A2	gi|5901998|gn|LSM6:11157| U6 snRNA-associated Sm-like protein LSm6 [Homo sapiens]	3	2	5|5	0.1942491	0.4706207
MEPCE	gi|5901998|gn|LSM6:11157| U6 snRNA-associated Sm-like protein LSm6 [Homo sapiens]	3	2	5|5	0.9150711	0.0173500
EIF4A2	gi|5902076|gn|SRSF1:6426| serine/arginine-rich splicing factor 1 isoform 1 [Homo sapiens]	3	1	5	0.9576110	0.0080057
MEPCE	gi|5902076|gn|SRSF1:6426| serine/arginine-rich splicing factor 1 isoform 1 [Homo sapiens]	3	1	5	0.7318365	0.0765861
EIF4A2	gi|5902102|gn|SNRPD1:6632| small nuclear ribonucleoprotein Sm D1 [Homo sapiens]	3	6	5|10|10|5|5|5	0.1473511	0.5132426
MEPCE	gi|5902102|gn|SNRPD1:6632| small nuclear ribonucleoprotein Sm D1 [Homo sapiens]	3	6	5|10|10|5|5|5	0.1637759	0.4986312
EIF4A2	gi|59859885|gn|RPSA:3921| 40S ribosomal protein SA [Homo sapiens]	3	12	5|5|5|5|5|5|5|5|5|5|5|5	0.9984646	0.0001948
MEPCE	gi|59859885|gn|RPSA:3921| 40S ribosomal protein SA [Homo sapiens]	3	12	5|5|5|5|5|5|5|5|5|5|5|5	0.7521252	0.0690727
EIF4A2	gi|6005745|gn|DCTN3:11258| dynactin subunit 3 isoform 1 [Homo sapiens]	3	1	5	0.8994310	0.0189568
MEPCE	gi|6005745|gn|DCTN3:11258| dynactin subunit 3 isoform 1 [Homo sapiens]	3	1	5	0.2556593	0.4107569
EIF4A2	gi|6005814|gn|STK38:11329| serine/threonine-protein kinase 38 [Homo sapiens]	3	18	5|5|5|5|5|5|5|5|5|5|5|10|5|5|10|5|5|5	0.0955342	0.5576974
MEPCE	gi|6005814|gn|STK38:11329| serine/threonine-protein kinase 38 [Homo sapiens]	3	18	5|5|5|5|5|5|5|5|5|5|5|10|5|5|10|5|5|5	0.1225308	0.5345655
EIF4A2	gi|6005860|gn|RPL35:11224| 60S ribosomal protein L35 [Homo sapiens]	3	1	5	0.3329302	0.3359112
MEPCE	gi|6005860|gn|RPL35:11224| 60S ribosomal protein L35 [Homo sapiens]	3	1	5	0.9894753	0.0016572
EIF4A2	gi|6005942|gn|VCP:7415| transitional endoplasmic reticulum ATPase [Homo sapiens]	3	28	5|5|5|10|5|10|5|10|5|5|5|5|5|5|10|5|5|5|5|5|10|5|5|5|10|5|5|5	0.4943631	0.1987478
MEPCE	gi|6005942|gn|VCP:7415| transitional endoplasmic reticulum ATPase [Homo sapiens]	3	28	5|5|5|10|5|10|5|10|5|5|5|5|5|5|10|5|5|5|5|5|10|5|5|5|10|5|5|5	0.4234687	0.2535796
EIF4A2	gi|6005995|gn|CLTB:1212| clathrin light chain B isoform b [Homo sapiens]	3	1	5	0.1496480	0.5112418
MEPCE	gi|6005995|gn|CLTB:1212| clathrin light chain B isoform b [Homo sapiens]	3	1	5	0.1713646	0.4917336
EIF4A2	gi|60218913|gn|CACYBP:27101| calcyclin-binding protein isoform 2 [Homo sapiens]	3	6	5|5|5|5|5|5	0.5059592	0.1906820
MEPCE	gi|60218913|gn|CACYBP:27101| calcyclin-binding protein isoform 2 [Homo sapiens]	3	6	5|5|5|5|5|5	0.4526657	0.2319778
EIF4A2	gi|60279268|gn|U2AF2:11338| splicing factor U2AF 65 kDa subunit isoform b [Homo sapiens]	3	8	5|5|5|5|5|5|5|10	0.4847319	0.2062068
MEPCE	gi|60279268|gn|U2AF2:11338| splicing factor U2AF 65 kDa subunit isoform b [Homo sapiens]	3	8	5|5|5|5|5|5|5|10	0.2737144	0.3930085
EIF4A2	gi|61175265|gn|UBE2NL:389898| putative ubiquitin-conjugating enzyme E2 N-like [Homo sapiens]	3	1	5	0.0906216	0.5614474
MEPCE	gi|61175265|gn|UBE2NL:389898| putative ubiquitin-conjugating enzyme E2 N-like [Homo sapiens]	3	1	5	0.1624756	0.5004908
EIF4A2	gi|61676188|gn|HUWE1:10075| E3 ubiquitin-protein ligase HUWE1 [Homo sapiens]	3	7	5|5|5|5|5|5|5	0.3024189	0.3674501
MEPCE	gi|61676188|gn|HUWE1:10075| E3 ubiquitin-protein ligase HUWE1 [Homo sapiens]	3	7	5|5|5|5|5|5|5	0.2317288	0.4373033
EIF4A2	gi|61835148|gn|FXR1:8087| fragile X mental retardation syndrome-related protein 1 isoform a [Homo sapiens]	3	1	5	0.6529540	0.1117873
MEPCE	gi|61835148|gn|FXR1:8087| fragile X mental retardation syndrome-related protein 1 isoform a [Homo sapiens]	3	1	5	0.1591526	0.5039702
EIF4A2	gi|61835172|gn|FXR1:8087| fragile X mental retardation syndrome-related protein 1 isoform c [Homo sapiens]	3	4	5|5|5|5	0.9390745	0.0110479
MEPCE	gi|61835172|gn|FXR1:8087| fragile X mental retardation syndrome-related protein 1 isoform c [Homo sapiens]	3	4	5|5|5|5	0.2397830	0.4273532
EIF4A2	gi|62241013|gn|AKT1:207| RAC-alpha serine/threonine-protein kinase [Homo sapiens]	3	1	5	0.3280515	0.3408535
MEPCE	gi|62241013|gn|AKT1:207| RAC-alpha serine/threonine-protein kinase [Homo sapiens]	3	1	5	0.1895581	0.4744091
EIF4A2	gi|62241042|gn|EPRS:2058| bifunctional glutamate/proline--tRNA ligase [Homo sapiens]	3	17	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.1725422	0.4900394
MEPCE	gi|62241042|gn|EPRS:2058| bifunctional glutamate/proline--tRNA ligase [Homo sapiens]	3	17	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.0343088	0.6016361
EIF4A2	gi|62414289|gn|VIM:7431| vimentin [Homo sapiens]	3	14	5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.4300129	0.2502549
MEPCE	gi|62414289|gn|VIM:7431| vimentin [Homo sapiens]	3	14	5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.3194959	0.3492262
EIF4A2	gi|62422554|gn|PAK4:10298| serine/threonine-protein kinase PAK 4 isoform 1 [Homo sapiens]	3	1	5	0.4130953	0.2618199
MEPCE	gi|62422554|gn|PAK4:10298| serine/threonine-protein kinase PAK 4 isoform 1 [Homo sapiens]	3	1	5	0.3637346	0.3083724
EIF4A2	gi|62530388|gn|MRPL22:29093| 39S ribosomal protein L22, mitochondrial isoform b [Homo sapiens]	3	1	5	0.1448986	0.5156303
MEPCE	gi|62530388|gn|MRPL22:29093| 39S ribosomal protein L22, mitochondrial isoform b [Homo sapiens]	3	1	5	0.1704064	0.4932076
EIF4A2	gi|62865858|gn|PHF6:84295| PHD finger protein 6 isoform 1 [Homo sapiens]	3	1	5	0.0016353	0.6396522
MEPCE	gi|62865858|gn|PHF6:84295| PHD finger protein 6 isoform 1 [Homo sapiens]	3	1	5	0.1320516	0.5277207
EIF4A2	gi|62912457|gn|ALDH18A1:5832| delta-1-pyrroline-5-carboxylate synthase isoform 2 [Homo sapiens]	3	13	5|5|5|5|5|5|5|5|5|5|5|5|5	0.2666708	0.4002311
MEPCE	gi|62912457|gn|ALDH18A1:5832| delta-1-pyrroline-5-carboxylate synthase isoform 2 [Homo sapiens]	3	13	5|5|5|5|5|5|5|5|5|5|5|5|5	0.1244565	0.5338094
EIF4A2	gi|63055057|gn|ACTBL2:345651| beta-actin-like protein 2 [Homo sapiens]	3	1	5	0.0051783	0.6321622
MEPCE	gi|63055057|gn|ACTBL2:345651| beta-actin-like protein 2 [Homo sapiens]	3	1	5	0.0019926	0.6383211
