Bait	Prey	#Rep	#Pep	AvgP	BFDR
EIF4A2	gi|5174419|gn|CLPP:8192| putative ATP-dependent Clp protease proteolytic subunit, mitochondrial precursor [Homo sapiens]	3	2	0.0017229	0.6469810
MEPCE	gi|5174419|gn|CLPP:8192| putative ATP-dependent Clp protease proteolytic subunit, mitochondrial precursor [Homo sapiens]	3	2	0.1712127	0.4199115
EIF4A2	gi|5174447|gn|GNB2L1:10399| guanine nucleotide-binding protein subunit beta-2-like 1 [Homo sapiens]	3	9	1.0000000	0.0000000
MEPCE	gi|5174447|gn|GNB2L1:10399| guanine nucleotide-binding protein subunit beta-2-like 1 [Homo sapiens]	3	9	0.4679019	0.1832937
EIF4A2	gi|5174449|gn|H1FX:8971| histone H1x [Homo sapiens]	3	6	0.9766134	0.0017239
MEPCE	gi|5174449|gn|H1FX:8971| histone H1x [Homo sapiens]	3	6	0.9999866	0.0000007
EIF4A2	gi|5174529|gn|MAT2A:4144| S-adenosylmethionine synthase isoform type-2 [Homo sapiens]	3	5	0.2048933	0.3909914
MEPCE	gi|5174529|gn|MAT2A:4144| S-adenosylmethionine synthase isoform type-2 [Homo sapiens]	3	5	0.0249598	0.5691036
EIF4A2	gi|5174703|gn|TAB1:10454| TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 isoform alpha [Homo sapiens]	3	1	0.1255643	0.4640545
MEPCE	gi|5174703|gn|TAB1:10454| TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 isoform alpha [Homo sapiens]	3	1	0.3325300	0.2818309
EIF4A2	gi|5174735|gn|TUBB4B:10383| tubulin beta-4B chain [Homo sapiens]	3	2	0.0007252	0.6570372
MEPCE	gi|5174735|gn|TUBB4B:10383| tubulin beta-4B chain [Homo sapiens]	3	2	0.0006194	0.6578983
EIF4A2	gi|52426743|gn|LUC7L3:51747| luc7-like protein 3 [Homo sapiens]	3	11	0.1530616	0.4388082
MEPCE	gi|52426743|gn|LUC7L3:51747| luc7-like protein 3 [Homo sapiens]	3	11	0.1148533	0.4775782
EIF4A2	gi|52630440|gn|FKBP8:23770| peptidyl-prolyl cis-trans isomerase FKBP8 [Homo sapiens]	3	1	0.0003711	0.6620021
MEPCE	gi|52630440|gn|FKBP8:23770| peptidyl-prolyl cis-trans isomerase FKBP8 [Homo sapiens]	3	1	0.0036100	0.6322880
EIF4A2	gi|52632385|gn|HNRNPL:3191| heterogeneous nuclear ribonucleoprotein L isoform b [Homo sapiens]	3	8	1.0000000	0.0000000
MEPCE	gi|52632385|gn|HNRNPL:3191| heterogeneous nuclear ribonucleoprotein L isoform b [Homo sapiens]	3	8	0.2897664	0.3172589
EIF4A2	gi|5292161|gn|PSMD4:5710| 26S proteasome non-ATPase regulatory subunit 4 [Homo sapiens]	3	6	0.2278949	0.3685563
MEPCE	gi|5292161|gn|PSMD4:5710| 26S proteasome non-ATPase regulatory subunit 4 [Homo sapiens]	3	6	0.1169528	0.4745897
EIF4A2	gi|53692187|gn|ACTR2:10097| actin-related protein 2 isoform a [Homo sapiens]	3	2	0.0926424	0.4956335
MEPCE	gi|53692187|gn|ACTR2:10097| actin-related protein 2 isoform a [Homo sapiens]	3	2	0.3377951	0.2733532
EIF4A2	gi|53759103|gn|IPO8:10526| importin-8 isoform 1 [Homo sapiens]	3	5	0.3302094	0.2830798
MEPCE	gi|53759103|gn|IPO8:10526| importin-8 isoform 1 [Homo sapiens]	3	5	0.0305895	0.5630177
EIF4A2	gi|53759134|gn|ENDOG:2021| endonuclease G, mitochondrial precursor [Homo sapiens]	3	12	0.5979231	0.1160974
MEPCE	gi|53759134|gn|ENDOG:2021| endonuclease G, mitochondrial precursor [Homo sapiens]	3	12	1.0000000	0.0000000
EIF4A2	gi|53831995|gn|SF3A1:10291| splicing factor 3A subunit 1 isoform 2 [Homo sapiens]	3	6	0.4367685	0.1993258
MEPCE	gi|53831995|gn|SF3A1:10291| splicing factor 3A subunit 1 isoform 2 [Homo sapiens]	3	6	0.1381730	0.4511677
EIF4A2	gi|54112117|gn|SF3B1:23451| splicing factor 3B subunit 1 isoform 1 [Homo sapiens]	3	12	0.4925173	0.1700104
MEPCE	gi|54112117|gn|SF3B1:23451| splicing factor 3B subunit 1 isoform 1 [Homo sapiens]	3	12	0.2283278	0.3682064
EIF4A2	gi|54112121|gn|SF3B3:23450| splicing factor 3B subunit 3 [Homo sapiens]	3	14	0.0693793	0.5197439
MEPCE	gi|54112121|gn|SF3B3:23450| splicing factor 3B subunit 3 [Homo sapiens]	3	14	0.0418858	0.5498422
EIF4A2	gi|5453555|gn|RAN:5901| GTP-binding nuclear protein Ran [Homo sapiens]	3	5	0.0133117	0.5932397
MEPCE	gi|5453555|gn|RAN:5901| GTP-binding nuclear protein Ran [Homo sapiens]	3	5	0.0031410	0.6357051
EIF4A2	gi|5453597|gn|CAPZA1:829| F-actin-capping protein subunit alpha-1 [Homo sapiens]	3	6	0.4657675	0.1852518
MEPCE	gi|5453597|gn|CAPZA1:829| F-actin-capping protein subunit alpha-1 [Homo sapiens]	3	6	0.4624710	0.1881674
EIF4A2	gi|5453599|gn|CAPZA2:830| F-actin-capping protein subunit alpha-2 [Homo sapiens]	3	2	0.1011178	0.4882615
MEPCE	gi|5453599|gn|CAPZA2:830| F-actin-capping protein subunit alpha-2 [Homo sapiens]	3	2	0.0110936	0.5986874
EIF4A2	gi|5453603|gn|CCT2:10576| T-complex protein 1 subunit beta isoform 1 [Homo sapiens]	3	3	0.0102992	0.6017441
MEPCE	gi|5453603|gn|CCT2:10576| T-complex protein 1 subunit beta isoform 1 [Homo sapiens]	3	3	0.0039059	0.6301422
EIF4A2	gi|5453634|gn|DYNC1LI2:1783| cytoplasmic dynein 1 light intermediate chain 2 [Homo sapiens]	3	2	0.0006925	0.6573247
MEPCE	gi|5453634|gn|DYNC1LI2:1783| cytoplasmic dynein 1 light intermediate chain 2 [Homo sapiens]	3	2	0.0011471	0.6522262
EIF4A2	gi|5453682|gn|HEXIM1:10614| protein HEXIM1 [Homo sapiens]	3	4	0.1640663	0.4273306
MEPCE	gi|5453682|gn|HEXIM1:10614| protein HEXIM1 [Homo sapiens]	3	4	0.9999989	0.0000000
EIF4A2	gi|5453990|gn|PSME1:5720| proteasome activator complex subunit 1 isoform 1 [Homo sapiens]	3	1	0.0037432	0.6308049
MEPCE	gi|5453990|gn|PSME1:5720| proteasome activator complex subunit 1 isoform 1 [Homo sapiens]	3	1	0.3591927	0.2571782
EIF4A2	gi|5453998|gn|IPO7:10527| importin-7 [Homo sapiens]	3	1	0.0050051	0.6249323
MEPCE	gi|5453998|gn|IPO7:10527| importin-7 [Homo sapiens]	3	1	0.0210343	0.5754910
EIF4A2	gi|5454064|gn|RBM14:10432| RNA-binding protein 14 isoform 1 [Homo sapiens]	3	8	0.9999694	0.0000012
MEPCE	gi|5454064|gn|RBM14:10432| RNA-binding protein 14 isoform 1 [Homo sapiens]	3	8	0.9716609	0.0021462
EIF4A2	gi|5454088|gn|ANP32B:10541| acidic leucine-rich nuclear phosphoprotein 32 family member B [Homo sapiens]	3	1	0.3571731	0.2576196
MEPCE	gi|5454088|gn|ANP32B:10541| acidic leucine-rich nuclear phosphoprotein 32 family member B [Homo sapiens]	3	1	0.9967555	0.0002644
EIF4A2	gi|5454102|gn|TACC3:10460| transforming acidic coiled-coil-containing protein 3 [Homo sapiens]	3	2	0.0692296	0.5199898
MEPCE	gi|5454102|gn|TACC3:10460| transforming acidic coiled-coil-containing protein 3 [Homo sapiens]	3	2	0.0409245	0.5502963
EIF4A2	gi|5454154|gn|PPIH:10465| peptidyl-prolyl cis-trans isomerase H [Homo sapiens]	3	7	0.4196615	0.2114454
MEPCE	gi|5454154|gn|PPIH:10465| peptidyl-prolyl cis-trans isomerase H [Homo sapiens]	3	7	0.9968262	0.0002521
EIF4A2	gi|5454158|gn|VARS:7407| valine--tRNA ligase [Homo sapiens]	3	11	0.2817036	0.3245540
MEPCE	gi|5454158|gn|VARS:7407| valine--tRNA ligase [Homo sapiens]	3	11	0.5110392	0.1575205
EIF4A2	gi|54607053|gn|GCN1L1:10985| translational activator GCN1 [Homo sapiens]	3	7	0.3804624	0.2377657
MEPCE	gi|54607053|gn|GCN1L1:10985| translational activator GCN1 [Homo sapiens]	3	7	0.3132083	0.2970272
EIF4A2	gi|54607072|gn|YBEY:54059| rRNA maturation factor homolog isoform 1 [Homo sapiens]	3	2	0.3779520	0.2414484
MEPCE	gi|54607072|gn|YBEY:54059| rRNA maturation factor homolog isoform 1 [Homo sapiens]	3	2	1.0000000	0.0000000
EIF4A2	gi|54792069|gn|SUMO2:6613| small ubiquitin-related modifier 2 isoform a precursor [Homo sapiens]	3	1	0.0025976	0.6393796
MEPCE	gi|54792069|gn|SUMO2:6613| small ubiquitin-related modifier 2 isoform a precursor [Homo sapiens]	3	1	0.0745713	0.5145467
EIF4A2	gi|55741709|gn|RBM25:58517| RNA-binding protein 25 [Homo sapiens]	3	1	0.2119250	0.3849938
MEPCE	gi|55741709|gn|RBM25:58517| RNA-binding protein 25 [Homo sapiens]	3	1	0.0985879	0.4909074
EIF4A2	gi|55743130|gn|RPL32:6161| 60S ribosomal protein L32 [Homo sapiens]	3	1	0.1535019	0.4373152
MEPCE	gi|55743130|gn|RPL32:6161| 60S ribosomal protein L32 [Homo sapiens]	3	1	0.6248912	0.1073855
EIF4A2	gi|55749531|gn|SF3B2:10992| splicing factor 3B subunit 2 [Homo sapiens]	3	6	0.1637259	0.4276369
MEPCE	gi|55749531|gn|SF3B2:10992| splicing factor 3B subunit 2 [Homo sapiens]	3	6	0.2036423	0.3933023
EIF4A2	gi|55749932|gn|DES:1674| desmin [Homo sapiens]	3	2	0.4260846	0.2066393
MEPCE	gi|55749932|gn|DES:1674| desmin [Homo sapiens]	3	2	0.0875186	0.4995435
EIF4A2	gi|55769533|gn|PAWR:5074| PRKC apoptosis WT1 regulator protein [Homo sapiens]	3	1	0.2423319	0.3579845
MEPCE	gi|55769533|gn|PAWR:5074| PRKC apoptosis WT1 regulator protein [Homo sapiens]	3	1	0.2580120	0.3475960
EIF4A2	gi|55956788|gn|NCL:4691| nucleolin [Homo sapiens]	3	16	0.8627760	0.0196867
MEPCE	gi|55956788|gn|NCL:4691| nucleolin [Homo sapiens]	3	16	1.0000000	0.0000000
EIF4A2	gi|55956899|gn|KRT9:3857| keratin, type I cytoskeletal 9 [Homo sapiens]	3	2	0.2659567	0.3377190
MEPCE	gi|55956899|gn|KRT9:3857| keratin, type I cytoskeletal 9 [Homo sapiens]	3	2	0.3039339	0.3042863
EIF4A2	gi|55956919|gn|HNRNPAB:3182| heterogeneous nuclear ribonucleoprotein A/B isoform a [Homo sapiens]	3	5	0.9999972	0.0000002
MEPCE	gi|55956919|gn|HNRNPAB:3182| heterogeneous nuclear ribonucleoprotein A/B isoform a [Homo sapiens]	3	5	0.9546035	0.0045969
EIF4A2	gi|56160511| E1B 19K [Human adenovirus 2]	3	2	0.0161169	0.5838074
MEPCE	gi|56160511| E1B 19K [Human adenovirus 2]	3	2	0.0590544	0.5301921
EIF4A2	gi|56160531| E1B 19K [Human adenovirus 5]	3	2	0.1362619	0.4520386
MEPCE	gi|56160531| E1B 19K [Human adenovirus 5]	3	2	0.0618926	0.5270614
EIF4A2	gi|56160532| E1B 55K [Human adenovirus 5]	3	2	0.0063535	0.6174776
MEPCE	gi|56160532| E1B 55K [Human adenovirus 5]	3	2	0.6783213	0.0735962
EIF4A2	gi|56181387|gn|STUB1:10273| E3 ubiquitin-protein ligase CHIP [Homo sapiens]	3	7	0.3230390	0.2892710
MEPCE	gi|56181387|gn|STUB1:10273| E3 ubiquitin-protein ligase CHIP [Homo sapiens]	3	7	0.0431270	0.5466436
EIF4A2	gi|56237027|gn|IGF2BP1:10642| insulin-like growth factor 2 mRNA-binding protein 1 isoform 1 [Homo sapiens]	3	2	0.9624234	0.0031809
MEPCE	gi|56237027|gn|IGF2BP1:10642| insulin-like growth factor 2 mRNA-binding protein 1 isoform 1 [Homo sapiens]	3	2	0.8093679	0.0324741
EIF4A2	gi|56549123|gn|DNM2:1785| dynamin-2 isoform 2 [Homo sapiens]	3	1	0.3419637	0.2672769
MEPCE	gi|56549123|gn|DNM2:1785| dynamin-2 isoform 2 [Homo sapiens]	3	1	0.0148114	0.5874662
EIF4A2	gi|56549640|gn|SEPT2:4735| septin-2 [Homo sapiens]	3	2	0.2174333	0.3792510
MEPCE	gi|56549640|gn|SEPT2:4735| septin-2 [Homo sapiens]	3	2	0.0480699	0.5410875
EIF4A2	gi|56549694|gn|ENAH:55740| protein enabled homolog isoform a [Homo sapiens]	3	2	0.0188683	0.5780116
MEPCE	gi|56549694|gn|ENAH:55740| protein enabled homolog isoform a [Homo sapiens]	3	2	0.0044087	0.6279734
EIF4A2	gi|56550051|gn|USP39:10713| U4/U6	3	1	0.3292811	0.2847407
MEPCE	gi|56550051|gn|USP39:10713| U4/U6	3	1	0.9272562	0.0085393
EIF4A2	gi|56550081|gn|BUB3:9184| mitotic checkpoint protein BUB3 isoform b [Homo sapiens]	3	2	0.1681208	0.4239482
MEPCE	gi|56550081|gn|BUB3:9184| mitotic checkpoint protein BUB3 isoform b [Homo sapiens]	3	2	0.0628232	0.5253636
EIF4A2	gi|56676330|gn|HP1BP3:50809| heterochromatin protein 1-binding protein 3 [Homo sapiens]	3	2	0.2687991	0.3351123
MEPCE	gi|56676330|gn|HP1BP3:50809| heterochromatin protein 1-binding protein 3 [Homo sapiens]	3	2	0.6876382	0.0690653
EIF4A2	gi|56699409|gn|RBMX:27316| RNA-binding motif protein, X chromosome isoform 1 [Homo sapiens]	3	2	0.4034043	0.2214375
MEPCE	gi|56699409|gn|RBMX:27316| RNA-binding motif protein, X chromosome isoform 1 [Homo sapiens]	3	2	0.3791186	0.2386899
EIF4A2	gi|56699482|gn|FAM98A:25940| protein FAM98A [Homo sapiens]	3	2	0.7323670	0.0525692
MEPCE	gi|56699482|gn|FAM98A:25940| protein FAM98A [Homo sapiens]	3	2	0.4626525	0.1876825
EIF4A2	gi|56699485|gn|EIF2D:1939| eukaryotic translation initiation factor 2D isoform 1 [Homo sapiens]	3	2	0.6270681	0.1059500
MEPCE	gi|56699485|gn|EIF2D:1939| eukaryotic translation initiation factor 2D isoform 1 [Homo sapiens]	3	2	0.3780194	0.2409911
EIF4A2	gi|57222563|gn|CKAP5:9793| cytoskeleton-associated protein 5 isoform b [Homo sapiens]	3	2	0.5124867	0.1549934
MEPCE	gi|57222563|gn|CKAP5:9793| cytoskeleton-associated protein 5 isoform b [Homo sapiens]	3	2	0.6882959	0.0685588
EIF4A2	gi|57222565|gn|PPP2CB:5516| serine/threonine-protein phosphatase 2A catalytic subunit beta isoform [Homo sapiens]	3	4	0.0009981	0.6536978
MEPCE	gi|57222565|gn|PPP2CB:5516| serine/threonine-protein phosphatase 2A catalytic subunit beta isoform [Homo sapiens]	3	4	0.0016200	0.6477395
EIF4A2	gi|57242777|gn|MYCBP:26292| C-Myc-binding protein [Homo sapiens]	3	5	0.3048832	0.3030856
MEPCE	gi|57242777|gn|MYCBP:26292| C-Myc-binding protein [Homo sapiens]	3	5	0.5318934	0.1452855
EIF4A2	gi|5729732|gn|ARPP19:10776| cAMP-regulated phosphoprotein 19 [Homo sapiens]	3	1	0.0032844	0.6350589
MEPCE	gi|5729732|gn|ARPP19:10776| cAMP-regulated phosphoprotein 19 [Homo sapiens]	3	1	0.0095195	0.6056908
EIF4A2	gi|5729779|gn|COPS8:10920| COP9 signalosome complex subunit 8 isoform 1 [Homo sapiens]	3	3	0.1193617	0.4712948
MEPCE	gi|5729779|gn|COPS8:10920| COP9 signalosome complex subunit 8 isoform 1 [Homo sapiens]	3	3	0.4524671	0.1930015
EIF4A2	gi|5729877|gn|HSPA8:3312| heat shock cognate 71 kDa protein isoform 1 [Homo sapiens]	3	4	0.0021345	0.6426753
MEPCE	gi|5729877|gn|HSPA8:3312| heat shock cognate 71 kDa protein isoform 1 [Homo sapiens]	3	4	0.0007597	0.6566051
EIF4A2	gi|5729953|gn|NUDC:10726| nuclear migration protein nudC [Homo sapiens]	3	6	0.2791638	0.3272157
MEPCE	gi|5729953|gn|NUDC:10726| nuclear migration protein nudC [Homo sapiens]	3	6	0.1130690	0.4797344
EIF4A2	gi|5729991|gn|PSMC4:5704| 26S protease regulatory subunit 6B isoform 1 [Homo sapiens]	3	1	0.1564044	0.4355178
MEPCE	gi|5729991|gn|PSMC4:5704| 26S protease regulatory subunit 6B isoform 1 [Homo sapiens]	3	1	0.0071051	0.6137377
EIF4A2	gi|5730023|gn|RUVBL2:10856| ruvB-like 2 [Homo sapiens]	3	13	0.1632558	0.4288594
MEPCE	gi|5730023|gn|RUVBL2:10856| ruvB-like 2 [Homo sapiens]	3	13	0.1208065	0.4696362
EIF4A2	gi|5730027|gn|KHDRBS1:10657| KH domain-containing, RNA-binding, signal transduction-associated protein 1 isoform 1 [Homo sapiens]	3	2	0.6841845	0.0715881
MEPCE	gi|5730027|gn|KHDRBS1:10657| KH domain-containing, RNA-binding, signal transduction-associated protein 1 isoform 1 [Homo sapiens]	3	2	0.6494350	0.0963997
EIF4A2	gi|5730085|gn|DYNLT1:6993| dynein light chain Tctex-type 1 [Homo sapiens]	3	1	0.0009454	0.6544291
MEPCE	gi|5730085|gn|DYNLT1:6993| dynein light chain Tctex-type 1 [Homo sapiens]	3	1	0.0014330	0.6496971
EIF4A2	gi|57634536|gn|LARP4B:23185| la-related protein 4B [Homo sapiens]	3	3	0.9981459	0.0001113
MEPCE	gi|57634536|gn|LARP4B:23185| la-related protein 4B [Homo sapiens]	3	3	0.5716411	0.1284673
EIF4A2	gi|57863257|gn|TCP1:6950| T-complex protein 1 subunit alpha isoform a [Homo sapiens]	3	7	0.0061566	0.6181825
MEPCE	gi|57863257|gn|TCP1:6950| T-complex protein 1 subunit alpha isoform a [Homo sapiens]	3	7	0.0267098	0.5665075
EIF4A2	gi|57863259|gn|TCP1:6950| T-complex protein 1 subunit alpha isoform b [Homo sapiens]	3	13	0.1691953	0.4224014
MEPCE	gi|57863259|gn|TCP1:6950| T-complex protein 1 subunit alpha isoform b [Homo sapiens]	3	13	0.0452922	0.5450313
EIF4A2	gi|57863269|gn|RRP1B:23076| ribosomal RNA processing protein 1 homolog B [Homo sapiens]	3	1	0.9993775	0.0000383
MEPCE	gi|57863269|gn|RRP1B:23076| ribosomal RNA processing protein 1 homolog B [Homo sapiens]	3	1	1.0000000	0.0000000
EIF4A2	gi|5802974|gn|PRDX3:10935| thioredoxin-dependent peroxide reductase, mitochondrial isoform a precursor [Homo sapiens]	3	5	0.0592104	0.5294717
MEPCE	gi|5802974|gn|PRDX3:10935| thioredoxin-dependent peroxide reductase, mitochondrial isoform a precursor [Homo sapiens]	3	5	0.1023362	0.4879967
EIF4A2	gi|5803036|gn|HNRNPA0:10949| heterogeneous nuclear ribonucleoprotein A0 [Homo sapiens]	3	7	0.5909896	0.1200636
MEPCE	gi|5803036|gn|HNRNPA0:10949| heterogeneous nuclear ribonucleoprotein A0 [Homo sapiens]	3	7	0.8366065	0.0249607
EIF4A2	gi|5803135|gn|RAB35:11021| ras-related protein Rab-35 isoform 1 [Homo sapiens]	3	1	0.0001817	0.6646392
MEPCE	gi|5803135|gn|RAB35:11021| ras-related protein Rab-35 isoform 1 [Homo sapiens]	3	1	0.3335965	0.2797386
EIF4A2	gi|5803137|gn|RBM3:5935| putative RNA-binding protein 3 [Homo sapiens]	3	5	0.0359847	0.5550355
MEPCE	gi|5803137|gn|RBM3:5935| putative RNA-binding protein 3 [Homo sapiens]	3	5	0.2501930	0.3526345
EIF4A2	gi|5803165|gn|SEC61B:10952| protein transport protein Sec61 subunit beta [Homo sapiens]	3	1	0.0098654	0.6043835
MEPCE	gi|5803165|gn|SEC61B:10952| protein transport protein Sec61 subunit beta [Homo sapiens]	3	1	0.0235215	0.5723147
EIF4A2	gi|5803167|gn|SF3A3:10946| splicing factor 3A subunit 3 [Homo sapiens]	3	4	0.0236353	0.5716753
MEPCE	gi|5803167|gn|SF3A3:10946| splicing factor 3A subunit 3 [Homo sapiens]	3	4	0.0080203	0.6104811
EIF4A2	gi|5803181|gn|STIP1:10963| stress-induced-phosphoprotein 1 [Homo sapiens]	3	18	0.5166085	0.1519351
MEPCE	gi|5803181|gn|STIP1:10963| stress-induced-phosphoprotein 1 [Homo sapiens]	3	18	0.5172312	0.1514237
EIF4A2	gi|5803187|gn|TALDO1:6888| transaldolase [Homo sapiens]	3	1	0.2312208	0.3661024
MEPCE	gi|5803187|gn|TALDO1:6888| transaldolase [Homo sapiens]	3	1	0.0472753	0.5427175
EIF4A2	gi|5803191|gn|TCEA1:6917| transcription elongation factor A protein 1 isoform 1 [Homo sapiens]	3	1	0.0020613	0.6436065
MEPCE	gi|5803191|gn|TCEA1:6917| transcription elongation factor A protein 1 isoform 1 [Homo sapiens]	3	1	0.0282551	0.5649836
EIF4A2	gi|5803207|gn|U2AF1:7307| splicing factor U2AF 35 kDa subunit isoform a [Homo sapiens]	3	1	0.0013755	0.6499965
MEPCE	gi|5803207|gn|U2AF1:7307| splicing factor U2AF 35 kDa subunit isoform a [Homo sapiens]	3	1	0.0036239	0.6321238
EIF4A2	gi|5803225|gn|YWHAE:7531| 14-3-3 protein epsilon [Homo sapiens]	3	11	0.1776861	0.4136189
MEPCE	gi|5803225|gn|YWHAE:7531| 14-3-3 protein epsilon [Homo sapiens]	3	11	0.6710126	0.0815664
EIF4A2	gi|5803227|gn|YWHAQ:10971| 14-3-3 protein theta [Homo sapiens]	3	3	0.0257416	0.5680249
MEPCE	gi|5803227|gn|YWHAQ:10971| 14-3-3 protein theta [Homo sapiens]	3	3	0.3016179	0.3066745
EIF4A2	gi|58331171|gn|CCT6A:908| T-complex protein 1 subunit zeta isoform b [Homo sapiens]	3	9	0.0628073	0.5256067
MEPCE	gi|58331171|gn|CCT6A:908| T-complex protein 1 subunit zeta isoform b [Homo sapiens]	3	9	0.0033487	0.6340855
EIF4A2	gi|58331173|gn|CCT6B:10693| T-complex protein 1 subunit zeta-2 isoform 1 [Homo sapiens]	3	1	0.0006293	0.6577550
MEPCE	gi|58331173|gn|CCT6B:10693| T-complex protein 1 subunit zeta-2 isoform 1 [Homo sapiens]	3	1	0.0002744	0.6636723
EIF4A2	gi|58530845|gn|ZYX:7791| zyxin [Homo sapiens]	3	1	0.4142074	0.2157394
MEPCE	gi|58530845|gn|ZYX:7791| zyxin [Homo sapiens]	3	1	0.2403198	0.3597605
EIF4A2	gi|58761500|gn|OLA1:29789| obg-like ATPase 1 isoform 1 [Homo sapiens]	3	2	0.9374238	0.0070310
MEPCE	gi|58761500|gn|OLA1:29789| obg-like ATPase 1 isoform 1 [Homo sapiens]	3	2	0.2995903	0.3082609
EIF4A2	gi|58761502|gn|OLA1:29789| obg-like ATPase 1 isoform 2 [Homo sapiens]	3	1	0.0404461	0.5505234
MEPCE	gi|58761502|gn|OLA1:29789| obg-like ATPase 1 isoform 2 [Homo sapiens]	3	1	0.3338104	0.2793181
EIF4A2	gi|5901922|gn|CDC37:11140| hsp90 co-chaperone Cdc37 [Homo sapiens]	3	6	0.3136485	0.2962158
MEPCE	gi|5901922|gn|CDC37:11140| hsp90 co-chaperone Cdc37 [Homo sapiens]	3	6	0.0331927	0.5599393
EIF4A2	gi|5901926|gn|NUDT21:11051| cleavage and polyadenylation specificity factor subunit 5 [Homo sapiens]	3	7	0.6232934	0.1092896
MEPCE	gi|5901926|gn|NUDT21:11051| cleavage and polyadenylation specificity factor subunit 5 [Homo sapiens]	3	7	0.3346445	0.2763531
EIF4A2	gi|5901998|gn|LSM6:11157| U6 snRNA-associated Sm-like protein LSm6 [Homo sapiens]	3	2	0.0474630	0.5422528
MEPCE	gi|5901998|gn|LSM6:11157| U6 snRNA-associated Sm-like protein LSm6 [Homo sapiens]	3	2	0.9998138	0.0000137
EIF4A2	gi|5902076|gn|SRSF1:6426| serine/arginine-rich splicing factor 1 isoform 1 [Homo sapiens]	3	1	0.9839386	0.0014262
MEPCE	gi|5902076|gn|SRSF1:6426| serine/arginine-rich splicing factor 1 isoform 1 [Homo sapiens]	3	1	0.6396400	0.1006775
EIF4A2	gi|5902102|gn|SNRPD1:6632| small nuclear ribonucleoprotein Sm D1 [Homo sapiens]	3	6	0.1274974	0.4620795
MEPCE	gi|5902102|gn|SNRPD1:6632| small nuclear ribonucleoprotein Sm D1 [Homo sapiens]	3	6	0.1280123	0.4612296
EIF4A2	gi|59859885|gn|RPSA:3921| 40S ribosomal protein SA [Homo sapiens]	3	12	0.9999995	0.0000000
MEPCE	gi|59859885|gn|RPSA:3921| 40S ribosomal protein SA [Homo sapiens]	3	12	0.8437864	0.0220788
EIF4A2	gi|6005745|gn|DCTN3:11258| dynactin subunit 3 isoform 1 [Homo sapiens]	3	1	0.8201030	0.0289710
MEPCE	gi|6005745|gn|DCTN3:11258| dynactin subunit 3 isoform 1 [Homo sapiens]	3	1	0.2240952	0.3730772
EIF4A2	gi|6005814|gn|STK38:11329| serine/threonine-protein kinase 38 [Homo sapiens]	3	18	0.0384472	0.5536875
MEPCE	gi|6005814|gn|STK38:11329| serine/threonine-protein kinase 38 [Homo sapiens]	3	18	0.1694988	0.4217807
EIF4A2	gi|6005860|gn|RPL35:11224| 60S ribosomal protein L35 [Homo sapiens]	3	1	0.6929771	0.0670391
MEPCE	gi|6005860|gn|RPL35:11224| 60S ribosomal protein L35 [Homo sapiens]	3	1	0.9999974	0.0000001
EIF4A2	gi|6005942|gn|VCP:7415| transitional endoplasmic reticulum ATPase [Homo sapiens]	3	28	0.5271732	0.1468140
MEPCE	gi|6005942|gn|VCP:7415| transitional endoplasmic reticulum ATPase [Homo sapiens]	3	28	0.4075983	0.2190608
EIF4A2	gi|6005995|gn|CLTB:1212| clathrin light chain B isoform b [Homo sapiens]	3	1	0.0000371	0.6669655
MEPCE	gi|6005995|gn|CLTB:1212| clathrin light chain B isoform b [Homo sapiens]	3	1	0.0308631	0.5627988
EIF4A2	gi|60218913|gn|CACYBP:27101| calcyclin-binding protein isoform 2 [Homo sapiens]	3	6	0.5687231	0.1294619
MEPCE	gi|60218913|gn|CACYBP:27101| calcyclin-binding protein isoform 2 [Homo sapiens]	3	6	0.4177050	0.2128811
EIF4A2	gi|60279268|gn|U2AF2:11338| splicing factor U2AF 65 kDa subunit isoform b [Homo sapiens]	3	8	0.6704775	0.0830290
MEPCE	gi|60279268|gn|U2AF2:11338| splicing factor U2AF 65 kDa subunit isoform b [Homo sapiens]	3	8	0.2645385	0.3395692
EIF4A2	gi|61175265|gn|UBE2NL:389898| putative ubiquitin-conjugating enzyme E2 N-like [Homo sapiens]	3	1	0.0001222	0.6653267
MEPCE	gi|61175265|gn|UBE2NL:389898| putative ubiquitin-conjugating enzyme E2 N-like [Homo sapiens]	3	1	0.0039049	0.6303080
EIF4A2	gi|61676188|gn|HUWE1:10075| E3 ubiquitin-protein ligase HUWE1 [Homo sapiens]	3	7	0.2092423	0.3873334
MEPCE	gi|61676188|gn|HUWE1:10075| E3 ubiquitin-protein ligase HUWE1 [Homo sapiens]	3	7	0.2112682	0.3863325
EIF4A2	gi|61835148|gn|FXR1:8087| fragile X mental retardation syndrome-related protein 1 isoform a [Homo sapiens]	3	1	0.3641141	0.2518411
