Bait	Prey	#Rep	AvgP	BFDR
EIF4A2	gi|5729779|gn|COPS8:10920| COP9 signalosome complex subunit 8 isoform 1 [Homo sapiens]	3	0.0115070	0.5112999
MEPCE	gi|5729779|gn|COPS8:10920| COP9 signalosome complex subunit 8 isoform 1 [Homo sapiens]	3	1.0000000	0.0000000
EIF4A2	gi|5729877|gn|HSPA8:3312| heat shock cognate 71 kDa protein isoform 1 [Homo sapiens]	3	0.0000025	0.7211763
MEPCE	gi|5729877|gn|HSPA8:3312| heat shock cognate 71 kDa protein isoform 1 [Homo sapiens]	3	0.0000005	0.7301555
EIF4A2	gi|5729953|gn|NUDC:10726| nuclear migration protein nudC [Homo sapiens]	3	0.0003221	0.6357117
MEPCE	gi|5729953|gn|NUDC:10726| nuclear migration protein nudC [Homo sapiens]	3	0.0000413	0.6864947
EIF4A2	gi|5729991|gn|PSMC4:5704| 26S protease regulatory subunit 6B isoform 1 [Homo sapiens]	3	0.1074743	0.3707053
MEPCE	gi|5729991|gn|PSMC4:5704| 26S protease regulatory subunit 6B isoform 1 [Homo sapiens]	3	0.0040854	0.5608520
EIF4A2	gi|5730023|gn|RUVBL2:10856| ruvB-like 2 [Homo sapiens]	3	0.0000002	0.7323939
MEPCE	gi|5730023|gn|RUVBL2:10856| ruvB-like 2 [Homo sapiens]	3	0.0000005	0.7299296
EIF4A2	gi|5730027|gn|KHDRBS1:10657| KH domain-containing, RNA-binding, signal transduction-associated protein 1 isoform 1 [Homo sapiens]	3	0.5254717	0.1225765
MEPCE	gi|5730027|gn|KHDRBS1:10657| KH domain-containing, RNA-binding, signal transduction-associated protein 1 isoform 1 [Homo sapiens]	3	0.3524137	0.1883391
EIF4A2	gi|5730085|gn|DYNLT1:6993| dynein light chain Tctex-type 1 [Homo sapiens]	3	0.0000140	0.7051201
MEPCE	gi|5730085|gn|DYNLT1:6993| dynein light chain Tctex-type 1 [Homo sapiens]	3	0.0000295	0.6934938
EIF4A2	gi|57634536|gn|LARP4B:23185| la-related protein 4B [Homo sapiens]	3	1.0000000	0.0000000
MEPCE	gi|57634536|gn|LARP4B:23185| la-related protein 4B [Homo sapiens]	3	0.7855816	0.0171536
EIF4A2	gi|57863257|gn|TCP1:6950| T-complex protein 1 subunit alpha isoform a [Homo sapiens]	3	0.0000014	0.7243921
MEPCE	gi|57863257|gn|TCP1:6950| T-complex protein 1 subunit alpha isoform a [Homo sapiens]	3	0.0000000	0.7352490
EIF4A2	gi|57863259|gn|TCP1:6950| T-complex protein 1 subunit alpha isoform b [Homo sapiens]	3	0.0000039	0.7177611
MEPCE	gi|57863259|gn|TCP1:6950| T-complex protein 1 subunit alpha isoform b [Homo sapiens]	3	0.0000021	0.7228530
EIF4A2	gi|57863269|gn|RRP1B:23076| ribosomal RNA processing protein 1 homolog B [Homo sapiens]	3	0.9990559	0.0000567
MEPCE	gi|57863269|gn|RRP1B:23076| ribosomal RNA processing protein 1 homolog B [Homo sapiens]	3	1.0000000	0.0000000
EIF4A2	gi|5802974|gn|PRDX3:10935| thioredoxin-dependent peroxide reductase, mitochondrial isoform a precursor [Homo sapiens]	3	0.0000768	0.6726591
MEPCE	gi|5802974|gn|PRDX3:10935| thioredoxin-dependent peroxide reductase, mitochondrial isoform a precursor [Homo sapiens]	3	0.0006490	0.6193988
EIF4A2	gi|5803036|gn|HNRNPA0:10949| heterogeneous nuclear ribonucleoprotein A0 [Homo sapiens]	3	0.0120047	0.5094827
MEPCE	gi|5803036|gn|HNRNPA0:10949| heterogeneous nuclear ribonucleoprotein A0 [Homo sapiens]	3	0.5494330	0.1166422
EIF4A2	gi|5803135|gn|RAB35:11021| ras-related protein Rab-35 isoform 1 [Homo sapiens]	3	0.0000914	0.6681138
MEPCE	gi|5803135|gn|RAB35:11021| ras-related protein Rab-35 isoform 1 [Homo sapiens]	3	0.3335811	0.2275186
EIF4A2	gi|5803137|gn|RBM3:5935| putative RNA-binding protein 3 [Homo sapiens]	3	0.0002192	0.6474478
MEPCE	gi|5803137|gn|RBM3:5935| putative RNA-binding protein 3 [Homo sapiens]	3	0.0000041	0.7168942
EIF4A2	gi|5803165|gn|SEC61B:10952| protein transport protein Sec61 subunit beta [Homo sapiens]	3	0.0051333	0.5539355
MEPCE	gi|5803165|gn|SEC61B:10952| protein transport protein Sec61 subunit beta [Homo sapiens]	3	0.0141195	0.5002043
EIF4A2	gi|5803167|gn|SF3A3:10946| splicing factor 3A subunit 3 [Homo sapiens]	3	0.0002371	0.6451223
MEPCE	gi|5803167|gn|SF3A3:10946| splicing factor 3A subunit 3 [Homo sapiens]	3	0.0001853	0.6503125
EIF4A2	gi|5803181|gn|STIP1:10963| stress-induced-phosphoprotein 1 [Homo sapiens]	3	0.0028972	0.5743678
MEPCE	gi|5803181|gn|STIP1:10963| stress-induced-phosphoprotein 1 [Homo sapiens]	3	0.0699134	0.4042606
EIF4A2	gi|5803187|gn|TALDO1:6888| transaldolase [Homo sapiens]	3	0.2643836	0.2679163
MEPCE	gi|5803187|gn|TALDO1:6888| transaldolase [Homo sapiens]	3	0.0220203	0.4795159
EIF4A2	gi|5803191|gn|TCEA1:6917| transcription elongation factor A protein 1 isoform 1 [Homo sapiens]	3	0.0002278	0.6457065
MEPCE	gi|5803191|gn|TCEA1:6917| transcription elongation factor A protein 1 isoform 1 [Homo sapiens]	3	0.0215470	0.4811270
EIF4A2	gi|5803207|gn|U2AF1:7307| splicing factor U2AF 35 kDa subunit isoform a [Homo sapiens]	3	0.0000213	0.6980831
MEPCE	gi|5803207|gn|U2AF1:7307| splicing factor U2AF 35 kDa subunit isoform a [Homo sapiens]	3	0.0002026	0.6485993
EIF4A2	gi|5803225|gn|YWHAE:7531| 14-3-3 protein epsilon [Homo sapiens]	3	0.0162964	0.4941041
MEPCE	gi|5803225|gn|YWHAE:7531| 14-3-3 protein epsilon [Homo sapiens]	3	0.3699112	0.1768800
EIF4A2	gi|5803227|gn|YWHAQ:10971| 14-3-3 protein theta [Homo sapiens]	3	0.0009411	0.6113901
MEPCE	gi|5803227|gn|YWHAQ:10971| 14-3-3 protein theta [Homo sapiens]	3	0.0049050	0.5551529
EIF4A2	gi|58331171|gn|CCT6A:908| T-complex protein 1 subunit zeta isoform b [Homo sapiens]	3	0.0000138	0.7053894
MEPCE	gi|58331171|gn|CCT6A:908| T-complex protein 1 subunit zeta isoform b [Homo sapiens]	3	0.0000003	0.7318378
EIF4A2	gi|58331173|gn|CCT6B:10693| T-complex protein 1 subunit zeta-2 isoform 1 [Homo sapiens]	3	0.0000054	0.7147666
MEPCE	gi|58331173|gn|CCT6B:10693| T-complex protein 1 subunit zeta-2 isoform 1 [Homo sapiens]	3	0.0000014	0.7247448
EIF4A2	gi|58530845|gn|ZYX:7791| zyxin [Homo sapiens]	3	0.3294056	0.2362057
MEPCE	gi|58530845|gn|ZYX:7791| zyxin [Homo sapiens]	3	0.1838612	0.3126772
EIF4A2	gi|58761500|gn|OLA1:29789| obg-like ATPase 1 isoform 1 [Homo sapiens]	3	0.9999954	0.0000001
MEPCE	gi|58761500|gn|OLA1:29789| obg-like ATPase 1 isoform 1 [Homo sapiens]	3	0.3277528	0.2384814
EIF4A2	gi|58761502|gn|OLA1:29789| obg-like ATPase 1 isoform 2 [Homo sapiens]	3	0.0277625	0.4659006
MEPCE	gi|58761502|gn|OLA1:29789| obg-like ATPase 1 isoform 2 [Homo sapiens]	3	0.3332448	0.2298631
EIF4A2	gi|5901922|gn|CDC37:11140| hsp90 co-chaperone Cdc37 [Homo sapiens]	3	0.0031547	0.5721245
MEPCE	gi|5901922|gn|CDC37:11140| hsp90 co-chaperone Cdc37 [Homo sapiens]	3	0.0000121	0.7071278
EIF4A2	gi|5901926|gn|NUDT21:11051| cleavage and polyadenylation specificity factor subunit 5 [Homo sapiens]	3	0.3707651	0.1755163
MEPCE	gi|5901926|gn|NUDT21:11051| cleavage and polyadenylation specificity factor subunit 5 [Homo sapiens]	3	0.0581288	0.4197605
EIF4A2	gi|5901998|gn|LSM6:11157| U6 snRNA-associated Sm-like protein LSm6 [Homo sapiens]	3	0.0124692	0.5061793
MEPCE	gi|5901998|gn|LSM6:11157| U6 snRNA-associated Sm-like protein LSm6 [Homo sapiens]	3	1.0000000	0.0000000
EIF4A2	gi|5902076|gn|SRSF1:6426| serine/arginine-rich splicing factor 1 isoform 1 [Homo sapiens]	3	0.9777034	0.0010189
MEPCE	gi|5902076|gn|SRSF1:6426| serine/arginine-rich splicing factor 1 isoform 1 [Homo sapiens]	3	0.5783543	0.1092731
EIF4A2	gi|5902102|gn|SNRPD1:6632| small nuclear ribonucleoprotein Sm D1 [Homo sapiens]	3	0.0000702	0.6744754
MEPCE	gi|5902102|gn|SNRPD1:6632| small nuclear ribonucleoprotein Sm D1 [Homo sapiens]	3	0.0000401	0.6874060
EIF4A2	gi|59859885|gn|RPSA:3921| 40S ribosomal protein SA [Homo sapiens]	3	1.0000000	0.0000000
MEPCE	gi|59859885|gn|RPSA:3921| 40S ribosomal protein SA [Homo sapiens]	3	0.9764189	0.0013449
EIF4A2	gi|6005745|gn|DCTN3:11258| dynactin subunit 3 isoform 1 [Homo sapiens]	3	0.7506059	0.0234110
MEPCE	gi|6005745|gn|DCTN3:11258| dynactin subunit 3 isoform 1 [Homo sapiens]	3	0.1628986	0.3222697
EIF4A2	gi|6005814|gn|STK38:11329| serine/threonine-protein kinase 38 [Homo sapiens]	3	0.0000021	0.7226147
MEPCE	gi|6005814|gn|STK38:11329| serine/threonine-protein kinase 38 [Homo sapiens]	3	0.0000003	0.7312794
EIF4A2	gi|6005860|gn|RPL35:11224| 60S ribosomal protein L35 [Homo sapiens]	3	0.7657304	0.0212703
MEPCE	gi|6005860|gn|RPL35:11224| 60S ribosomal protein L35 [Homo sapiens]	3	1.0000000	0.0000000
EIF4A2	gi|6005942|gn|VCP:7415| transitional endoplasmic reticulum ATPase [Homo sapiens]	3	0.0000032	0.7198445
MEPCE	gi|6005942|gn|VCP:7415| transitional endoplasmic reticulum ATPase [Homo sapiens]	3	0.0001658	0.6533174
EIF4A2	gi|6005995|gn|CLTB:1212| clathrin light chain B isoform b [Homo sapiens]	3	0.0000085	0.7117079
MEPCE	gi|6005995|gn|CLTB:1212| clathrin light chain B isoform b [Homo sapiens]	3	0.0238390	0.4746314
EIF4A2	gi|60218913|gn|CACYBP:27101| calcyclin-binding protein isoform 2 [Homo sapiens]	3	0.4894886	0.1306627
MEPCE	gi|60218913|gn|CACYBP:27101| calcyclin-binding protein isoform 2 [Homo sapiens]	3	0.1143391	0.3628093
EIF4A2	gi|60279268|gn|U2AF2:11338| splicing factor U2AF 65 kDa subunit isoform b [Homo sapiens]	3	0.0055983	0.5464921
MEPCE	gi|60279268|gn|U2AF2:11338| splicing factor U2AF 65 kDa subunit isoform b [Homo sapiens]	3	0.0046381	0.5572686
EIF4A2	gi|61175265|gn|UBE2NL:389898| putative ubiquitin-conjugating enzyme E2 N-like [Homo sapiens]	3	0.0000805	0.6718268
MEPCE	gi|61175265|gn|UBE2NL:389898| putative ubiquitin-conjugating enzyme E2 N-like [Homo sapiens]	3	0.0025793	0.5785138
EIF4A2	gi|61676188|gn|HUWE1:10075| E3 ubiquitin-protein ligase HUWE1 [Homo sapiens]	3	0.0058586	0.5442755
MEPCE	gi|61676188|gn|HUWE1:10075| E3 ubiquitin-protein ligase HUWE1 [Homo sapiens]	3	0.0057014	0.5452279
EIF4A2	gi|61835148|gn|FXR1:8087| fragile X mental retardation syndrome-related protein 1 isoform a [Homo sapiens]	3	0.2745590	0.2645039
MEPCE	gi|61835148|gn|FXR1:8087| fragile X mental retardation syndrome-related protein 1 isoform a [Homo sapiens]	3	0.0591716	0.4173757
EIF4A2	gi|61835172|gn|FXR1:8087| fragile X mental retardation syndrome-related protein 1 isoform c [Homo sapiens]	3	1.0000000	0.0000000
MEPCE	gi|61835172|gn|FXR1:8087| fragile X mental retardation syndrome-related protein 1 isoform c [Homo sapiens]	3	0.0097602	0.5170400
EIF4A2	gi|62241013|gn|AKT1:207| RAC-alpha serine/threonine-protein kinase [Homo sapiens]	3	0.3252528	0.2407455
MEPCE	gi|62241013|gn|AKT1:207| RAC-alpha serine/threonine-protein kinase [Homo sapiens]	3	0.1133162	0.3638690
EIF4A2	gi|62241042|gn|EPRS:2058| bifunctional glutamate/proline--tRNA ligase [Homo sapiens]	3	0.0001051	0.6643160
MEPCE	gi|62241042|gn|EPRS:2058| bifunctional glutamate/proline--tRNA ligase [Homo sapiens]	3	0.0000013	0.7256810
EIF4A2	gi|62414289|gn|VIM:7431| vimentin [Homo sapiens]	3	0.1246691	0.3547960
MEPCE	gi|62414289|gn|VIM:7431| vimentin [Homo sapiens]	3	0.0469556	0.4355971
EIF4A2	gi|62422554|gn|PAK4:10298| serine/threonine-protein kinase PAK 4 isoform 1 [Homo sapiens]	3	0.1464566	0.3334619
MEPCE	gi|62422554|gn|PAK4:10298| serine/threonine-protein kinase PAK 4 isoform 1 [Homo sapiens]	3	0.1252893	0.3526419
EIF4A2	gi|62530388|gn|MRPL22:29093| 39S ribosomal protein L22, mitochondrial isoform b [Homo sapiens]	3	0.0004367	0.6290152
MEPCE	gi|62530388|gn|MRPL22:29093| 39S ribosomal protein L22, mitochondrial isoform b [Homo sapiens]	3	0.0337400	0.4556436
EIF4A2	gi|62865858|gn|PHF6:84295| PHD finger protein 6 isoform 1 [Homo sapiens]	3	0.0000584	0.6777267
MEPCE	gi|62865858|gn|PHF6:84295| PHD finger protein 6 isoform 1 [Homo sapiens]	3	0.4472375	0.1437557
EIF4A2	gi|62912457|gn|ALDH18A1:5832| delta-1-pyrroline-5-carboxylate synthase isoform 2 [Homo sapiens]	3	0.3358519	0.2191299
MEPCE	gi|62912457|gn|ALDH18A1:5832| delta-1-pyrroline-5-carboxylate synthase isoform 2 [Homo sapiens]	3	0.0006364	0.6200701
EIF4A2	gi|63055057|gn|ACTBL2:345651| beta-actin-like protein 2 [Homo sapiens]	3	0.0002824	0.6397763
MEPCE	gi|63055057|gn|ACTBL2:345651| beta-actin-like protein 2 [Homo sapiens]	3	0.0000407	0.6869510
EIF4A2	gi|63162572|gn|CCT3:7203| T-complex protein 1 subunit gamma isoform a [Homo sapiens]	3	0.0000019	0.7234470
MEPCE	gi|63162572|gn|CCT3:7203| T-complex protein 1 subunit gamma isoform a [Homo sapiens]	3	0.0000000	0.7364386
EIF4A2	gi|63176611|gn|SLTM:79811| SAFB-like transcription modulator isoform a [Homo sapiens]	3	0.0005184	0.6244863
MEPCE	gi|63176611|gn|SLTM:79811| SAFB-like transcription modulator isoform a [Homo sapiens]	3	0.0069109	0.5361860
EIF4A2	gi|63252900|gn|TPM1:7168| tropomyosin alpha-1 chain isoform 4 [Homo sapiens]	3	0.3342607	0.2233584
MEPCE	gi|63252900|gn|TPM1:7168| tropomyosin alpha-1 chain isoform 4 [Homo sapiens]	3	0.1194573	0.3585447
EIF4A2	gi|64085377|gn|IGF2BP2:10644| insulin-like growth factor 2 mRNA-binding protein 2 isoform a [Homo sapiens]	3	1.0000000	0.0000000
MEPCE	gi|64085377|gn|IGF2BP2:10644| insulin-like growth factor 2 mRNA-binding protein 2 isoform a [Homo sapiens]	3	0.6756952	0.0427944
EIF4A2	gi|6598323|gn|GDI2:2665| rab GDP dissociation inhibitor beta isoform 1 [Homo sapiens]	3	0.0128314	0.5035807
MEPCE	gi|6598323|gn|GDI2:2665| rab GDP dissociation inhibitor beta isoform 1 [Homo sapiens]	3	0.0021289	0.5863108
EIF4A2	gi|66346681|gn|SERBP1:26135| plasminogen activator inhibitor 1 RNA-binding protein isoform 2 [Homo sapiens]	3	0.0031940	0.5715602
MEPCE	gi|66346681|gn|SERBP1:26135| plasminogen activator inhibitor 1 RNA-binding protein isoform 2 [Homo sapiens]	3	0.6749322	0.0453275
EIF4A2	gi|66346683|gn|SERBP1:26135| plasminogen activator inhibitor 1 RNA-binding protein isoform 3 [Homo sapiens]	3	0.0002840	0.6393739
MEPCE	gi|66346683|gn|SERBP1:26135| plasminogen activator inhibitor 1 RNA-binding protein isoform 3 [Homo sapiens]	3	0.3297878	0.2356339
EIF4A2	gi|66392192|gn|NME2:4831| nucleoside diphosphate kinase B isoform a [Homo sapiens]	3	0.0000006	0.7294766
MEPCE	gi|66392192|gn|NME2:4831| nucleoside diphosphate kinase B isoform a [Homo sapiens]	3	0.0000246	0.6958058
EIF4A2	gi|6678271|gn|TARDBP:23435| TAR DNA-binding protein 43 [Homo sapiens]	3	0.9271231	0.0036060
MEPCE	gi|6678271|gn|TARDBP:23435| TAR DNA-binding protein 43 [Homo sapiens]	3	0.0170097	0.4917841
EIF4A2	gi|66879664|gn|ARF1:375| ADP-ribosylation factor 1 [Homo sapiens]	3	0.1401545	0.3412102
MEPCE	gi|66879664|gn|ARF1:375| ADP-ribosylation factor 1 [Homo sapiens]	3	0.0015789	0.5981157
EIF4A2	gi|66932909|gn|PUM1:9698| pumilio homolog 1 isoform 1 [Homo sapiens]	3	0.3850620	0.1701116
MEPCE	gi|66932909|gn|PUM1:9698| pumilio homolog 1 isoform 1 [Homo sapiens]	3	0.4732162	0.1345159
EIF4A2	gi|66933005|gn|CANX:821| calnexin precursor [Homo sapiens]	3	0.0000007	0.7289083
MEPCE	gi|66933005|gn|CANX:821| calnexin precursor [Homo sapiens]	3	0.0001737	0.6520091
EIF4A2	gi|66933016|gn|IMPDH2:3615| inosine-5'-monophosphate dehydrogenase 2 [Homo sapiens]	3	0.0000070	0.7127347
MEPCE	gi|66933016|gn|IMPDH2:3615| inosine-5'-monophosphate dehydrogenase 2 [Homo sapiens]	3	0.0013585	0.6015779
EIF4A2	gi|67089147|gn|FDFT1:2222| squalene synthase [Homo sapiens]	3	0.0016625	0.5951004
MEPCE	gi|67089147|gn|FDFT1:2222| squalene synthase [Homo sapiens]	3	0.0062497	0.5391292
EIF4A2	gi|67189747|gn|RPL6:6128| 60S ribosomal protein L6 [Homo sapiens]	3	0.7403250	0.0256394
MEPCE	gi|67189747|gn|RPL6:6128| 60S ribosomal protein L6 [Homo sapiens]	3	1.0000000	0.0000000
EIF4A2	gi|67782311|gn|SKIV2L:6499| helicase SKI2W [Homo sapiens]	3	0.9817204	0.0007903
MEPCE	gi|67782311|gn|SKIV2L:6499| helicase SKI2W [Homo sapiens]	3	0.6693519	0.0545265
EIF4A2	gi|67782362|gn|DHX29:54505| ATP-dependent RNA helicase DHX29 [Homo sapiens]	3	0.9998851	0.0000056
MEPCE	gi|67782362|gn|DHX29:54505| ATP-dependent RNA helicase DHX29 [Homo sapiens]	3	0.0437023	0.4410372
EIF4A2	gi|68160922|gn|RPS14:6208| 40S ribosomal protein S14 [Homo sapiens]	3	1.0000000	0.0000000
MEPCE	gi|68160922|gn|RPS14:6208| 40S ribosomal protein S14 [Homo sapiens]	3	0.9999999	0.0000000
EIF4A2	gi|68509926|gn|DHX15:1665| putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 [Homo sapiens]	3	0.0000962	0.6669148
MEPCE	gi|68509926|gn|DHX15:1665| putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 [Homo sapiens]	3	0.6546525	0.0809756
EIF4A2	gi|68800128|gn|U2AF1:7307| splicing factor U2AF 35 kDa subunit isoform b [Homo sapiens]	3	0.0197406	0.4855140
MEPCE	gi|68800128|gn|U2AF1:7307| splicing factor U2AF 35 kDa subunit isoform b [Homo sapiens]	3	0.2921053	0.2582599
EIF4A2	gi|6912478|gn|KPNA6:23633| importin subunit alpha-7 [Homo sapiens]	3	0.0842196	0.3902647
MEPCE	gi|6912478|gn|KPNA6:23633| importin subunit alpha-7 [Homo sapiens]	3	0.6483946	0.0835675
EIF4A2	gi|6912482|gn|LETM1:3954| LETM1 and EF-hand domain-containing protein 1, mitochondrial precursor [Homo sapiens]	3	0.0201488	0.4843233
MEPCE	gi|6912482|gn|LETM1:3954| LETM1 and EF-hand domain-containing protein 1, mitochondrial precursor [Homo sapiens]	3	0.6335211	0.0888396
EIF4A2	gi|6912486|gn|LSM4:25804| U6 snRNA-associated Sm-like protein LSm4 isoform 1 [Homo sapiens]	3	0.0033015	0.5701429
MEPCE	gi|6912486|gn|LSM4:25804| U6 snRNA-associated Sm-like protein LSm4 isoform 1 [Homo sapiens]	3	0.9997284	0.0000121
EIF4A2	gi|6912494|gn|MAPRE1:22919| microtubule-associated protein RP/EB family member 1 [Homo sapiens]	3	0.0084439	0.5230083
MEPCE	gi|6912494|gn|MAPRE1:22919| microtubule-associated protein RP/EB family member 1 [Homo sapiens]	3	0.1875936	0.3098537
EIF4A2	gi|69354671|gn|ABCF1:23| ATP-binding cassette sub-family F member 1 isoform a [Homo sapiens]	3	0.4970325	0.1274972
MEPCE	gi|69354671|gn|ABCF1:23| ATP-binding cassette sub-family F member 1 isoform a [Homo sapiens]	3	0.0465913	0.4360538
EIF4A2	gi|70995211|gn|ECH1:1891| delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial precursor [Homo sapiens]	3	0.0130358	0.5032074
MEPCE	gi|70995211|gn|ECH1:1891| delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial precursor [Homo sapiens]	3	0.8964955	0.0055309
EIF4A2	gi|71143137|gn|HMGB3:3149| high mobility group protein B3 [Homo sapiens]	3	0.0000001	0.7340485
MEPCE	gi|71143137|gn|HMGB3:3149| high mobility group protein B3 [Homo sapiens]	3	0.0000021	0.7227339
EIF4A2	gi|71274132|gn|PGAM4:441531| phosphoglycerate mutase 4 [Homo sapiens]	3	0.2974820	0.2537447
MEPCE	gi|71274132|gn|PGAM4:441531| phosphoglycerate mutase 4 [Homo sapiens]	3	0.0049642	0.5548491
EIF4A2	gi|71772415|gn|RPS15A:6210| 40S ribosomal protein S15a [Homo sapiens]	3	1.0000000	0.0000000
MEPCE	gi|71772415|gn|RPS15A:6210| 40S ribosomal protein S15a [Homo sapiens]	3	0.9999999	0.0000000
EIF4A2	gi|71772583|gn|RPS29:6235| 40S ribosomal protein S29 isoform 2 [Homo sapiens]	3	0.9906607	0.0003324
MEPCE	gi|71772583|gn|RPS29:6235| 40S ribosomal protein S29 isoform 2 [Homo sapiens]	3	0.6663030	0.0710112
EIF4A2	gi|71773106|gn|AP2B1:163| AP-2 complex subunit beta isoform a [Homo sapiens]	3	0.0075842	0.5298542
MEPCE	gi|71773106|gn|AP2B1:163| AP-2 complex subunit beta isoform a [Homo sapiens]	3	0.0337831	0.4547745
EIF4A2	gi|7242140|gn|CLPX:10845| ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial precursor [Homo sapiens]	3	0.0001130	0.6627373
MEPCE	gi|7242140|gn|CLPX:10845| ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial precursor [Homo sapiens]	3	0.2401330	0.2782918
EIF4A2	gi|73760405|gn|TMPO:7112| thymopoietin isoform beta [Homo sapiens]	3	0.0893207	0.3846662
MEPCE	gi|73760405|gn|TMPO:7112| thymopoietin isoform beta [Homo sapiens]	3	0.1458470	0.3340199
EIF4A2	gi|74136883|gn|HNRNPU:3192| heterogeneous nuclear ribonucleoprotein U isoform a [Homo sapiens]	3	0.9886824	0.0004850
MEPCE	gi|74136883|gn|HNRNPU:3192| heterogeneous nuclear ribonucleoprotein U isoform a [Homo sapiens]	3	0.2934269	0.2571339
EIF4A2	gi|74271837|gn|GLUL:2752| glutamine synthetase [Homo sapiens]	3	0.0031495	0.5726875
MEPCE	gi|74271837|gn|GLUL:2752| glutamine synthetase [Homo sapiens]	3	0.4487279	0.1430941
EIF4A2	gi|7427519|gn|MCM6:4175| DNA replication licensing factor MCM6 [Homo sapiens]	3	0.0000857	0.6693043
MEPCE	gi|7427519|gn|MCM6:4175| DNA replication licensing factor MCM6 [Homo sapiens]	3	0.0006791	0.6169171
EIF4A2	gi|7549809|gn|PLS3:5358| plastin-3 isoform 1 [Homo sapiens]	3	0.0704339	0.4032729
MEPCE	gi|7549809|gn|PLS3:5358| plastin-3 isoform 1 [Homo sapiens]	3	0.0002067	0.6478325
EIF4A2	gi|75677349|gn|PAIP2:51247| polyadenylate-binding protein-interacting protein 2 [Homo sapiens]	3	1.0000000	0.0000000
MEPCE	gi|75677349|gn|PAIP2:51247| polyadenylate-binding protein-interacting protein 2 [Homo sapiens]	3	0.2780466	0.2633675
EIF4A2	gi|75709208|gn|ACOT7:11332| cytosolic acyl coenzyme A thioester hydrolase isoform hBACHa [Homo sapiens]	3	0.0035534	0.5658358
MEPCE	gi|75709208|gn|ACOT7:11332| cytosolic acyl coenzyme A thioester hydrolase isoform hBACHa [Homo sapiens]	3	0.0000162	0.7029480
EIF4A2	gi|75813620|gn|PPM1B:5495| protein phosphatase 1B isoform 5 [Homo sapiens]	3	0.0000106	0.7088459
MEPCE	gi|75813620|gn|PPM1B:5495| protein phosphatase 1B isoform 5 [Homo sapiens]	3	0.0000117	0.7073934
EIF4A2	gi|76496472|gn|RPL3:6122| 60S ribosomal protein L3 isoform b [Homo sapiens]	3	0.3492969	0.1923500
MEPCE	gi|76496472|gn|RPL3:6122| 60S ribosomal protein L3 isoform b [Homo sapiens]	3	1.0000000	0.0000000
EIF4A2	gi|7656879|gn|AFF4:27125| AF4/FMR2 family member 4 [Homo sapiens]	3	0.4507255	0.1424337
MEPCE	gi|7656879|gn|AFF4:27125| AF4/FMR2 family member 4 [Homo sapiens]	3	1.0000000	0.0000000
EIF4A2	gi|7657015|gn|C22orf28:51493| tRNA-splicing ligase RtcB homolog [Homo sapiens]	3	0.7793624	0.0181568
MEPCE	gi|7657015|gn|C22orf28:51493| tRNA-splicing ligase RtcB homolog [Homo sapiens]	3	0.0853511	0.3892524
EIF4A2	gi|7657313|gn|LSM1:27257| U6 snRNA-associated Sm-like protein LSm1 [Homo sapiens]	3	0.0242526	0.4733980
MEPCE	gi|7657313|gn|LSM1:27257| U6 snRNA-associated Sm-like protein LSm1 [Homo sapiens]	3	0.7137307	0.0297874
EIF4A2	gi|7657315|gn|LSM3:27258| U6 snRNA-associated Sm-like protein LSm3 [Homo sapiens]	3	0.1540984	0.3306842
MEPCE	gi|7657315|gn|LSM3:27258| U6 snRNA-associated Sm-like protein LSm3 [Homo sapiens]	3	1.0000000	0.0000000
EIF4A2	gi|7657381|gn|PRPF19:27339| pre-mRNA-processing factor 19 [Homo sapiens]	3	0.9552360	0.0023116
MEPCE	gi|7657381|gn|PRPF19:27339| pre-mRNA-processing factor 19 [Homo sapiens]	3	0.6666524	0.0677511
EIF4A2	gi|7657441|gn|PDAP1:11333| 28 kDa heat- and acid-stable phosphoprotein [Homo sapiens]	3	0.0000018	0.7235655
MEPCE	gi|7657441|gn|PDAP1:11333| 28 kDa heat- and acid-stable phosphoprotein [Homo sapiens]	3	0.0000003	0.7316147
